match_status,action,lot_batches,lot_country,lot_destination,canonical_country,canonical_city,source_index,title,section,category,expected_post_type,post_id,external_id,wp_status
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Roma,Itália,Roma,418,Experiências VIP | Roma,Curadoria VIP,Experiências VIP,ang_curated,142016,79bd68fb7c46119f5526ecd48e421b3164eac5f502b8febfc0641b7433db3659,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Roma,Itália,Roma,419,Logística & Transporte | Roma,Curadoria VIP,Logística & Transporte,ang_curated,142017,5b2ede866b2eab7952c205c13ed3101ecb43b139c0afc59f94c577b3198789bd,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Roma,Itália,Roma,420,Salas VIP | Roma,Curadoria VIP,Salas VIP,ang_lounge,142018,209179e9acc8d15d77c98e8cccf91ea78cf3e8849f016656bb14f73a89d39cbd,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Roma,Itália,Roma,421,Ski Collection | Roma,Curadoria VIP,Ski Collection,ang_curated,142019,d02575e3223fa751568a6f3bd61f1e7b8e3549a50b8aaa1020daa6f219f5357e,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,422,Destinos | Milão,Curadoria Global,Destinos,ang_curated,142020,c23a01b6439e5d27d4b57429057c9252d928039dc7ecd03521365245e06fcb3b,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,423,Hotelaria Global | Milão,Curadoria Global,Hotelaria Global,ang_curated,142021,9e8b7c9f4ffd75e835da8e84de4a5c9f280f4191da5bc6ea50b95e08db7d7582,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,424,Experiências | Milão,Curadoria Global,Experiências,ang_curated,142022,8a2e9a3616aa808f0ad1885a5ebff8477e1eabcf93ea370c0a25be2528486324,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,425,Fornecedores | Milão,Curadoria Global,Fornecedores,ang_curated,142023,d05cbc41d849bcb1e172cbcd384e653097b55a4d3fd600dad83a669f9d04db56,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,426,Sustentabilidade | Milão,Curadoria Global,Sustentabilidade,ang_curated,142024,38bddc03da9a54a30c1b84061b0f89a9ead7cf41ec10923eb2130a78670cfc1d,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,427,Four Seasons | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142025,6a434b1432545294bcb276338715e9c639160476dd0bff7f684a0f92602be050,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,428,Rosewood | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142026,a58881045ce7bd1b52793ec729f1910363b55bcfe2cddbc21113717ddedef0f3,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,429,Belmond | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142027,c1b39b9d792b6bb643c1a49d334313482f82a0902bd0bc0aff01840bb9fcec3e,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,430,Aman | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142028,577dac529f251f8a0d5cadaf60cafaf5ee2cdb1026fe20779d1fd711a8bff6de,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,431,Six Senses | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142029,5081fd97d9598a66bd455bddd7dcec42b06612f2182abf7a9c8f941dc0be6ca8,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,432,Relais & Châteaux | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142030,3539e9056f4b64bd6edbfaa929f5bc4e7c8c38d62bc6d22cf4fa07674fd13e1e,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,433,The Leading Hotels of the World | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142031,8f410d02cb7dd2e452eec8625afef8ceed5b4f0f6e4bd9f7a4e91a7b5c89fdf7,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,434,Small Luxury Hotels | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142032,4b45dd44a5b78c86be27316a7adf3f1bdbe30743eb92e5d3715700fa179abbbf,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,435,Virtuoso | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142033,7ba413aeb058ae442a3c20a8cf557b8cb66e6a7ebdf8345411e8b3e76a7b845b,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,436,Serandipians | Milão,Conteúdo Global,Parceiros Globais,ang_curated,142034,736b2f989719126f2abdda26836b3c66c8de3e2548512f27024727eb3ab71366,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,437,Gastronomia Michelin | Milão,Curadoria VIP,Gastronomia Michelin,ang_curated,142035,ea3013e10939b19dc8bb7774209fd91e9bb6bea0e8d07bd3c81b2015fc74bbfb,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,438,Rooftops & Beach Clubs | Milão,Curadoria VIP,Rooftops & Beach Clubs,ang_curated,142036,0a3cc7911e1b02d9c1fea505c63c06367ce9b38715b53337b2541b61f121a00a,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,439,Compras & Lifestyle | Milão,Curadoria VIP,Compras & Lifestyle,ang_curated,142037,7545e4bf222c8f1facf04b98fb004da19bd044107a2dde5e4978b356e55652de,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,440,Wellness | Milão,Curadoria VIP,Wellness,ang_curated,142038,c7c8c7f6058d6af4bf9d58352479033075134b64d5c73fb1ba93b1580a79a34e,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,441,Experiências VIP | Milão,Curadoria VIP,Experiências VIP,ang_curated,142039,bab5fd1e6f5f4bb6d0cd6ccf82e8891797c074c5cf5abbf8cff74a147aaf81fe,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,442,Logística & Transporte | Milão,Curadoria VIP,Logística & Transporte,ang_curated,142040,f03e6db3fbd1e5ee235c69a5fdb0240f09f3f880742a48914fb198372b63b368,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,443,Salas VIP | Milão,Curadoria VIP,Salas VIP,ang_lounge,142041,3f0c9fed970a6e228119bb42cac2f816d02ac7c79d5be7310a49fbb6997e12e2,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Milão,Itália,Milão,444,Ski Collection | Milão,Curadoria VIP,Ski Collection,ang_curated,142042,ee2b4ce5a5e47acf8dce38de0da64ecc072bd2f83e216d62f4ef9fcc4b1c298c,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,445,Destinos | Veneza,Curadoria Global,Destinos,ang_curated,142043,e8df83a01349fbff5b9c3eaac048f31b0bda029d4cd4d49b00169f25bbf71344,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,446,Hotelaria Global | Veneza,Curadoria Global,Hotelaria Global,ang_curated,142044,b3bf0bd390e71a9e269e0c8f0a1c959cdc7e3bd58a7740e559b8a60fe0333245,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,447,Experiências | Veneza,Curadoria Global,Experiências,ang_curated,142045,1b9cd33eb12b59b213a22d87a8b6a9b346126aacf1e3d26496bb34cb0788742c,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,448,Fornecedores | Veneza,Curadoria Global,Fornecedores,ang_curated,142046,87a5eb4d1bbbd03592bec8ce4043ff6ff0f091e0e46bd23cbb0a1b1611185870,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,449,Sustentabilidade | Veneza,Curadoria Global,Sustentabilidade,ang_curated,142047,fa3d1b6ecb360390843f9d95580695be17bf7b6fd77ad0b80ea4751577710658,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,450,Four Seasons | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142048,79f5ae8e5cd43d8262b228f98a04a954cae96a1eba13a1e16c73a647b50125cd,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,451,Rosewood | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142049,ec4eeab853c8898712501fa3f325588ad7d9073a4cc3bcc09d94276bb96c2d54,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,452,Belmond | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142050,7917a88bdd58bd0592118897ff178bd4be97966f513e9a3a8209ea56754dcb88,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,453,Aman | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142051,2040cd756114d2effb1e5f1166600227039fa10507d918d1a8ee10dc3c952145,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,454,Six Senses | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142052,c7afdb5b474f752a774c96ff6c0c1e597d9cfd4d08f010bf04112a4ff16d7892,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,455,Relais & Châteaux | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142053,3cd5dbb9eaf52727fd75c2a8355da6321ee0b8c2d58112e6b5d7d01c8a8a8d93,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,456,The Leading Hotels of the World | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142054,8758960f51342c04ebdd31dc2d3569151d4a7b84f0e3b61bf5c9fd8c0397dc22,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,457,Small Luxury Hotels | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142055,0b484986e590f22519f7ca82cd6fa0b2d2be8c8690fdf22d70a846c964666457,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,458,Virtuoso | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142056,404bf18d94774634ccbf9b7b73aa4dcadc12d9f5ef803145dda4641ebbc1b9c2,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,459,Serandipians | Veneza,Conteúdo Global,Parceiros Globais,ang_curated,142057,3b1c3cb685b7f1f70ab06de6e9256e44093fa7ed7e1a4606183c12b2f7dae0f9,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,460,Gastronomia Michelin | Veneza,Curadoria VIP,Gastronomia Michelin,ang_curated,142058,d5e1fdbb635c346ae3b82f48150eb45c7773fc7b866d542c0470e0653ef23869,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,461,Rooftops & Beach Clubs | Veneza,Curadoria VIP,Rooftops & Beach Clubs,ang_curated,142059,5e3846c14c32f2312f1ad79852452986bf513d0e4793aa38e3ce7b79c783cad7,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,462,Compras & Lifestyle | Veneza,Curadoria VIP,Compras & Lifestyle,ang_curated,142060,c8f56e6e03a162aea5a920121cbb688da36ca84fc83a82516734bad37e75024b,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,463,Wellness | Veneza,Curadoria VIP,Wellness,ang_curated,142061,5bca62c888d5da7dc7e4ed64d2173a24a8658b2fdcf0f36d152443eb3da3b1e6,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,464,Experiências VIP | Veneza,Curadoria VIP,Experiências VIP,ang_curated,142062,806553207163c4e9a2d6dd23d3ab41e6b56d14f9bef80152d700e74334071c81,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,465,Logística & Transporte | Veneza,Curadoria VIP,Logística & Transporte,ang_curated,142063,943550bf9d8cb526e7f990f0be43d746116b1f01b61ab4ff8bfe6e281482ad01,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,466,Salas VIP | Veneza,Curadoria VIP,Salas VIP,ang_lounge,142064,87b33f0838bdda03d733e5f07267c0578de04c156d9ad2b3ad1416df0dad9e52,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Veneza,Itália,Veneza,467,Ski Collection | Veneza,Curadoria VIP,Ski Collection,ang_curated,142065,7c3b3a674424eb002e897bc3035b49e115dfb25019e26955a5db8625e9b9896e,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,468,Destinos | Florença,Curadoria Global,Destinos,ang_curated,142066,24d09eecef5f82a5008f4003e9d68a4e6a9233b37fbe9d1c31809a2a315592c7,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,469,Hotelaria Global | Florença,Curadoria Global,Hotelaria Global,ang_curated,142067,4c41ae7816d62a4d3e59332185928d193d0992220805f14594e95d5405424b41,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,470,Experiências | Florença,Curadoria Global,Experiências,ang_curated,142068,6aba1bfe32c2cd7712d31c387c223a79e615ed0ddec9b4787437d632e297c23c,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,471,Fornecedores | Florença,Curadoria Global,Fornecedores,ang_curated,142069,d21fddac2a4475a2d6da40fa9e126474fc8350b8813b245877bbf00b58a1c1a9,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,472,Sustentabilidade | Florença,Curadoria Global,Sustentabilidade,ang_curated,142070,b8b4ae0adf21dd1b2623d3aff33739564806b76e75392bb53d176de3d17b4dec,draft
MATCH_EXACT_COUNTRY_CITY,MERGE_REVIEW,03,ITÁLIA,Florença,Itália,Florença,473,Four Seasons | Florença,Conteúdo Global,Parceiros Globais,ang_curated,142071,1d08e8eb58692d502837e7008464e51496320e6cb1a29610b6a4ae2b9eb690aa,draft
