"source_index","title","category","post_id","external_id","mapped_section","source_path","source_blob_sha","coverage_status","publication_gate","next_action"
"848","Small Luxury Hotels | Malé","Parceiros Globais","142471","bfefc114a2349198b888ba90fce38dc43760cdacd4ca9673004197d8c3242678","NONE_SPECIFIC","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","NO_PARTNER_SPECIFIC_CONTENT","CONTENT_GAP","Validar presença/produto real antes de criar conteúdo"
"849","Virtuoso | Malé","Parceiros Globais","142472","1cd378aacae34955acee40b01b386cc95941a551d015360e6c7d1e3460b532f9","NONE_SPECIFIC","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","NO_PARTNER_SPECIFIC_CONTENT","CONTENT_GAP","Validar hotel/benefícios atuais em canal elegível"
"850","Serandipians | Malé","Parceiros Globais","142473","8b968c0a7a59469ea8215154b894cca452e79fd8e61d8ca18da8e7fc96fc73c7","NONE_SPECIFIC","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","NO_PARTNER_SPECIFIC_CONTENT","CONTENT_GAP","Validar hotel/benefícios atuais em canal elegível"
"851","Gastronomia Michelin | Malé","Gastronomia Michelin","142474","9bef52250ce4c6aebef012c7dc933cb3b1de37bde6e2d26bbc3ee7d792e261e8","Gastronomia","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","PARTIAL_NO_MICHELIN_DATA","CONTENT_GAP","Não inferir seleção Michelin; validar fonte oficial"
"852","Rooftops & Beach Clubs | Malé","Rooftops & Beach Clubs","142475","5d20b58227592fb406b0162bda2bc82a7715ace32203c5ac86cb5b05f0155f53","NONE","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","NO_DEDICATED_SECTION","CONTENT_GAP","Pesquisar estabelecimentos atuais e elegíveis"
"853","Compras & Lifestyle | Malé","Compras & Lifestyle","142476","92df305c8ee98e763b0a32e9121ee1b2326d93972ca4d4ca1920f09f7d0080a2","Compras & Lifestyle","content/curadoria/maldivas/male/GAP_ENRICHMENT_SHOPPING_WELLNESS_MALE_V1_2026-09-07.md","479c70d5beaeaa560d9d1de04d24634a5bd69f6b","SUPPORTED_URBAN_SHOPPING_CONTEXT","REQUIRES_DYNAMIC_LOCAL_QA","Revalidar horários, procedência, regras e acesso antes da publicação"
"854","Wellness | Malé","Wellness","142477","fecb9852c88841c909d9f9274b98859cc40cd41ddc4e5caab9620f7804d85e2a","Wellness urbano","content/curadoria/maldivas/male/GAP_ENRICHMENT_SHOPPING_WELLNESS_MALE_V1_2026-09-07.md","479c70d5beaeaa560d9d1de04d24634a5bd69f6b","SUPPORTED_URBAN_WELLNESS_CONTEXT","REQUIRES_SERVICE_AND_CLIMATE_QA","Revalidar clima, acesso e qualquer serviço de wellness antes da confirmação"
"855","Experiências VIP | Malé","Experiências VIP","142478","23440028fbdcf884bbc8f295181973ede0522c4b5aa48cd104dae1aa1b98f06e","Experiências sugeridas","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","PARTIAL_NO_VIP_PRODUCT","CONTENT_GAP","Validar operador e produto VIP real"
"856","Logística & Transporte | Malé","Logística & Transporte","142479","fe65949dc3ba3e0a1e0389206550159d5dbc4e4cd4e1df4dde383f0eec67f093","Logística e mobilidade","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","SUPPORTED_WITH_DYNAMIC_RECHECK","SOURCE_LINK_QA_REVIEW_REQUIRED","Manter MTCC 403 sem retry e revalidar tarifas/horários antes de uso"
"857","Salas VIP | Malé","Salas VIP","142480","925592204a0d3f0fdb1d72c9223b1da5036144c41edacd6d693ec254ef1b1e5e","Auditoria de fonte oficial","content/curadoria/maldivas/male/GAP_ENRICHMENT_SUSTAINABILITY_LOUNGES_MALE_V1_2026-09-07.md","5cebe34144338708a1a3c46fc3de515d5f2b7ae7","OFFICIAL_SOURCE_GAP_CONFIRMED","OFFICIAL_SOURCE_GAP","Não inferir lounges; verificar diretório oficial atual ou fonte autenticada"
"858","Ski Collection | Malé","Ski Collection","142481","77f2ef0e009205e52b765d245ede709bb671bb2da05e2dfbc7bd7da9404aa4ca","NONE","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","a176774a159a3453fe4bd1c33134864a1d3011d9","DESTINATION_INAPPLICABLE","SUPPRESSION_REVIEW","Não criar conteúdo fictício; revisar exclusão deste módulo para Malé"
