"match_status","action","content_scope_id","content_path","lot_batch","lot_country_scope","canonical_city","source_index","title","section","category","country","city","expected_post_type","post_id","external_id","wp_status","qa_text","qa_media","staging","publication"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","848","Small Luxury Hotels | Malé","Conteúdo Global","Parceiros Globais","Maldivas","Malé","ang_curated","142471","bfefc114a2349198b888ba90fce38dc43760cdacd4ca9673004197d8c3242678","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","849","Virtuoso | Malé","Conteúdo Global","Parceiros Globais","Maldivas","Malé","ang_curated","142472","1cd378aacae34955acee40b01b386cc95941a551d015360e6c7d1e3460b532f9","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","850","Serandipians | Malé","Conteúdo Global","Parceiros Globais","Maldivas","Malé","ang_curated","142473","8b968c0a7a59469ea8215154b894cca452e79fd8e61d8ca18da8e7fc96fc73c7","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","851","Gastronomia Michelin | Malé","Curadoria VIP","Gastronomia Michelin","Maldivas","Malé","ang_curated","142474","9bef52250ce4c6aebef012c7dc933cb3b1de37bde6e2d26bbc3ee7d792e261e8","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","852","Rooftops & Beach Clubs | Malé","Curadoria VIP","Rooftops & Beach Clubs","Maldivas","Malé","ang_curated","142475","5d20b58227592fb406b0162bda2bc82a7715ace32203c5ac86cb5b05f0155f53","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","853","Compras & Lifestyle | Malé","Curadoria VIP","Compras & Lifestyle","Maldivas","Malé","ang_curated","142476","92df305c8ee98e763b0a32e9121ee1b2326d93972ca4d4ca1920f09f7d0080a2","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","854","Wellness | Malé","Curadoria VIP","Wellness","Maldivas","Malé","ang_curated","142477","fecb9852c88841c909d9f9274b98859cc40cd41ddc4e5caab9620f7804d85e2a","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","855","Experiências VIP | Malé","Curadoria VIP","Experiências VIP","Maldivas","Malé","ang_curated","142478","23440028fbdcf884bbc8f295181973ede0522c4b5aa48cd104dae1aa1b98f06e","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","856","Logística & Transporte | Malé","Curadoria VIP","Logística & Transporte","Maldivas","Malé","ang_curated","142479","fe65949dc3ba3e0a1e0389206550159d5dbc4e4cd4e1df4dde383f0eec67f093","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","857","Salas VIP | Malé","Curadoria VIP","Salas VIP","Maldivas","Malé","ang_lounge","142480","925592204a0d3f0fdb1d72c9223b1da5036144c41edacd6d693ec254ef1b1e5e","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
"CONTENT_SCOPE_CREATED","MERGE_REVIEW","male-maldives-ptbr-v1-2026-09-07","content/curadoria/maldivas/male/DOSSIER_MALE_PTBR_V1_2026-09-07.md","03","Maldivas","Malé","858","Ski Collection | Malé","Curadoria VIP","Ski Collection","Maldivas","Malé","ang_curated","142481","77f2ef0e009205e52b765d245ede709bb671bb2da05e2dfbc7bd7da9404aa4ca","draft","PENDING","HOLD","NOT_TESTED","UPLOAD_PENDING_CHANNEL"
