"match_status","action","lot_batches","lot_country","lot_scope","mapping_basis","canonical_city","source_index","title","section","category","country","city","expected_post_type","post_id","external_id","wp_status","match_count","duplicate_post_ids"
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","340","Relais & Châteaux | Cannes","Conteúdo Global","Parceiros Globais","França","Cannes","ang_curated","141938","1d34ffac64c77e85bc2d49df1af9f28afaa253829f45db1b7663c469cc5c701e","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","341","The Leading Hotels of the World | Cannes","Conteúdo Global","Parceiros Globais","França","Cannes","ang_curated","141939","8c4b6da40e8c3468c65ac752826560bd68e448efadbbf5efcf9364736a1dbfc6","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","342","Small Luxury Hotels | Cannes","Conteúdo Global","Parceiros Globais","França","Cannes","ang_curated","141940","43036b9946b69221de024e8a829de865f25fb7bb8d32f09ebd71717446ef8669","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","343","Virtuoso | Cannes","Conteúdo Global","Parceiros Globais","França","Cannes","ang_curated","141941","ce1a88b37f7154a96b559e092245e1160853317dc22cc3b7a106fe3d99fc463d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","344","Serandipians | Cannes","Conteúdo Global","Parceiros Globais","França","Cannes","ang_curated","141942","0e0e5c35f627c2ea90da73b340a22adb7bf7a708dc32a3f7faafd1917e5a3009","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","345","Gastronomia Michelin | Cannes","Curadoria VIP","Gastronomia Michelin","França","Cannes","ang_curated","141943","b81b3daab939fcf01e8cd51bf55e234069c0a0dc08700f675676dad54e86f7cd","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","346","Rooftops & Beach Clubs | Cannes","Curadoria VIP","Rooftops & Beach Clubs","França","Cannes","ang_curated","141944","03554570a623b04ece6f7e2644934a54a68339208faa48a83ab9b7b92dba4347","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","347","Compras & Lifestyle | Cannes","Curadoria VIP","Compras & Lifestyle","França","Cannes","ang_curated","141945","4f63973b14612288b62bc511daad3b17003d8d2bdf146fc5f2788be56c80304e","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","348","Wellness | Cannes","Curadoria VIP","Wellness","França","Cannes","ang_curated","141946","c3a47c343f2dc2dbe0c461be22a6a538b89c8317b5eb484c3304bac9ed0f5a3d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","349","Experiências VIP | Cannes","Curadoria VIP","Experiências VIP","França","Cannes","ang_curated","141947","65070e3d09030c6ae5bd7f18ffcc7d8487cef3a91371492f7bf7d9c972866a79","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","350","Logística & Transporte | Cannes","Curadoria VIP","Logística & Transporte","França","Cannes","ang_curated","141948","e5fe81afc9cbfee316cca09db51c677d3b87cd84820b31ec2a75d70cb3a04116","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","351","Salas VIP | Cannes","Curadoria VIP","Salas VIP","França","Cannes","ang_lounge","141949","22f02061c4ddf57733fdbf7599a29dd12a6d7ff0af7d22211aab6794585e4c3a","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Côte d’Azur / Riviera","Cannes is within Côte d’Azur; lot A names Côte d’Azur and Riviera, lot 03 names Côte d’Azur","Cannes","352","Ski Collection | Cannes","Curadoria VIP","Ski Collection","França","Cannes","ang_curated","141950","9ff06905ce205da1044c939f6f9c2d72ae8b0b2846829325c9b5118fd265dcd6","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","353","Destinos | Courchevel","Curadoria Global","Destinos","França","Courchevel","ang_curated","141951","782ffa91262e785d69b9e37ec636b9703d16ac9d198cad0736fef8e75443e63f","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","354","Hotelaria Global | Courchevel","Curadoria Global","Hotelaria Global","França","Courchevel","ang_curated","141952","8d78744403e692fee726d4132d50662f00b5d714a851399fe7fbd461a0dd6205","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","355","Experiências | Courchevel","Curadoria Global","Experiências","França","Courchevel","ang_curated","141953","d71f4a6d91a1bdf4f7a61038aac10bad1ca708882f57fe50131fc642b787fcb0","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","356","Fornecedores | Courchevel","Curadoria Global","Fornecedores","França","Courchevel","ang_curated","141954","6f8eae21cacb2c047fa7966c006b08b190ec03ee5a5d2f086912791dc5df7723","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","357","Sustentabilidade | Courchevel","Curadoria Global","Sustentabilidade","França","Courchevel","ang_curated","141955","d08ca5ed686a2160a840f3d2782be9b0c5e95215ff2b94d6d16c9ee9b5c2e630","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","358","Four Seasons | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141956","eee4ff82bc4a03c86db364a4cb72498ec41db612e4d70dbfe353b1d2fe883cfc","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","359","Rosewood | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141957","b75b38fc65ac98efdea43593aa79e58c15a882180b9c5666c57aceb09b1a638d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","360","Belmond | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141958","d30459e06e6e15f4201a37fca91749cce3ae7ddb3de13c316d3ab12cc5cd4bff","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","361","Aman | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141959","f372f2634662ccc43eebd7b3250733c7b78d173e07cf9b6e8d367ff52a426ffc","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","362","Six Senses | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141960","41506cf2f11c086aadae51dd9a8b262131eac505d5a510dd3b9076cfe0f74ef6","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","363","Relais & Châteaux | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141961","e078d6760745741548e5e5c20a2fe8825a5241e4b9800f5a5281e56b614d2e67","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","364","The Leading Hotels of the World | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141962","f8ec6a02ee2a443804f7f96af053ffe94a8a83c724e389fe845b89301302a18d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","365","Small Luxury Hotels | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141963","df03cc9f595b645a7b8ddda30baa19b670ffc0d4107da792306d9d0978395d4d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","366","Virtuoso | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141964","4f892b3438eb2defd36d4e45bb62cba471b4020d6c6fb37f587b6825ed8e9170","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","367","Serandipians | Courchevel","Conteúdo Global","Parceiros Globais","França","Courchevel","ang_curated","141965","bcf7708c277aae15697a62c8a903f60ec42fb37bc5bafb18ac3f850124fbf823","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","368","Gastronomia Michelin | Courchevel","Curadoria VIP","Gastronomia Michelin","França","Courchevel","ang_curated","141966","6c1b15cef0159ebfa4b00487318bc181bdc490becf4e5c1cc1482fca9c1ddb9a","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","369","Rooftops & Beach Clubs | Courchevel","Curadoria VIP","Rooftops & Beach Clubs","França","Courchevel","ang_curated","141967","3a1709509513817bf293593472b7d7a6606c8baa63cacdd3ced750ec81d773fa","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","370","Compras & Lifestyle | Courchevel","Curadoria VIP","Compras & Lifestyle","França","Courchevel","ang_curated","141968","3ec9fa6814b0d53e03d9baccd1c9b7a1e5a1a5a420eba1bf0d5aaafbba804bb5","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","371","Wellness | Courchevel","Curadoria VIP","Wellness","França","Courchevel","ang_curated","141969","1a131576d7d7f7748493aa05ff4c4ace6bd4deb20ee229afd934f9de13005c2c","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","372","Experiências VIP | Courchevel","Curadoria VIP","Experiências VIP","França","Courchevel","ang_curated","141970","928a1d71e4daf6a1bca3eb55be5a0b0d1c8a206a8b126e17240437948d9bda51","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","373","Logística & Transporte | Courchevel","Curadoria VIP","Logística & Transporte","França","Courchevel","ang_curated","141971","13e799f4e9ac7a90c2c49271ba08a0ecff61695207fdef96ec17925d39073eac","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","374","Salas VIP | Courchevel","Curadoria VIP","Salas VIP","França","Courchevel","ang_lounge","141972","78203b8959befe89dfa278e3ef15b1957af8e7c7cf1ec66e42ce4156b8eb1542","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Courchevel is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Courchevel","375","Ski Collection | Courchevel","Curadoria VIP","Ski Collection","França","Courchevel","ang_curated","141973","defd84ae468e7a4037d4e0f74f0b5caceeda097012b4287c154702c7458619a6","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","376","Destinos | Val d’Isère","Curadoria Global","Destinos","França","Val d’Isère","ang_curated","141974","c5839be7c4f7915371ca8105857ecbfc2fe79ee81b15ec098f032c6718c249e1","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","377","Hotelaria Global | Val d’Isère","Curadoria Global","Hotelaria Global","França","Val d’Isère","ang_curated","141975","29c2e6e951044a2bfc5972407cf75608ee8868c85d84415498a553604b6c3268","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","378","Experiências | Val d’Isère","Curadoria Global","Experiências","França","Val d’Isère","ang_curated","141976","cbcbb78cd7b662ee3d0045cb24c2b177d14a0af167d36c5831eee05fa18b0ad9","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","379","Fornecedores | Val d’Isère","Curadoria Global","Fornecedores","França","Val d’Isère","ang_curated","141977","928d618442ac5a9106640de8c7a4ae1feec4534633b9f546f967c4de5ab8ae74","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","380","Sustentabilidade | Val d’Isère","Curadoria Global","Sustentabilidade","França","Val d’Isère","ang_curated","141978","eaa9978f5d020dff76589247d80bc8979deed4b00d0db2dfe052e605285a8b89","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","381","Four Seasons | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141979","fa4540692200b3deb0b36d0520ab42cfb257957e1e195387273ffac5508fd4b7","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","382","Rosewood | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141980","61c761623fce16e647f43f9ad3bf1d3d2765491a8c1778ecc52431d3ac090ac4","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","383","Belmond | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141981","33998e5aa7e60f116ed0c32fa9de8b28048635942dbd667d9a574e23eda2cfcd","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","384","Aman | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141982","f7356e5dd9ca1e02e44185fede6677b3309e3bd3bf0b7664369d410c5d2421fc","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","385","Six Senses | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141983","4f53cbd0b2e544d41d996a035ba933e42e57df98446a520517215e04be8bcda7","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","386","Relais & Châteaux | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141984","d0f99e550221bab2b91f550c0fcae5e208213adb039a1eef3c1029056ddbcaf4","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","387","The Leading Hotels of the World | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141985","9b1e3879d9abfa9e0a92eaeb90ff00ff84c05d66117900129c634de046ba4a0c","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","388","Small Luxury Hotels | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141986","3a8bdd475bbe0657009e6467439239611fa9e2a1379b793063e0417398deea0b","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","389","Virtuoso | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141987","cce8780bdc18e6a90ff7615f46f5e612996ff694a277e22a4cf31e46d7dd9af8","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","390","Serandipians | Val d’Isère","Conteúdo Global","Parceiros Globais","França","Val d’Isère","ang_curated","141988","2ab950a4a8c1c5cf6211d5ae396b0e7db64b8ac7f02d7acaf89ad14385dee60d","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","391","Gastronomia Michelin | Val d’Isère","Curadoria VIP","Gastronomia Michelin","França","Val d’Isère","ang_curated","141989","496eb5ef9705f5a5f5fe79bbd74695f2111052ba123f031898352aad6cfd178c","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","392","Rooftops & Beach Clubs | Val d’Isère","Curadoria VIP","Rooftops & Beach Clubs","França","Val d’Isère","ang_curated","141990","141c9c9ef28f38e0601d4f6f33fde98934f966d5637ff53da823db1b78795b7b","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","393","Compras & Lifestyle | Val d’Isère","Curadoria VIP","Compras & Lifestyle","França","Val d’Isère","ang_curated","141991","7e5a77f8641c5b62a2e32036f154ccedd231e6d120d1becc51110742133059a3","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","394","Wellness | Val d’Isère","Curadoria VIP","Wellness","França","Val d’Isère","ang_curated","141992","e703a7b5b5bcb3bcf9a7a9f583bbb98efb9fd2c1e2a36a4e749c487529a72fbc","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","395","Experiências VIP | Val d’Isère","Curadoria VIP","Experiências VIP","França","Val d’Isère","ang_curated","141993","2e5b77aca8c4b485774d687937501bd73d9f886ce3e0dcd869e5b5c5a89c0372","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","396","Logística & Transporte | Val d’Isère","Curadoria VIP","Logística & Transporte","França","Val d’Isère","ang_curated","141994","b2a3c47e5accb1649cf18d51f0c8528086fab768b354f67365b7b8e0f4fb3499","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","397","Salas VIP | Val d’Isère","Curadoria VIP","Salas VIP","França","Val d’Isère","ang_lounge","141995","c6f595acea1b043795c9d87bb4a39e61a00bf9bc1a03dc3a0f43f5b691f23d45","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","França","Alps / Alpes","Val d’Isère is within the French Alps; lots A and 03 explicitly include Alps/Alpes","Val d’Isère","398","Ski Collection | Val d’Isère","Curadoria VIP","Ski Collection","França","Val d’Isère","ang_curated","141996","507a4eb1720484a5cd0a37f172762fb1f0ebee889a1b91f50bf41c553452791a","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","Japão","Hokkaido","Niseko is within Hokkaido; lots A and 03 explicitly include Hokkaido","Niseko","698","Destinos | Niseko","Curadoria Global","Destinos","Japão","Niseko","ang_curated","142321","f0e59fafb2c0129285d1689428f3b42faf63c13a6b348ede1712327701bec711","draft","1",""
"MATCH_HIERARCHICAL_REGION","MERGE_REVIEW","A|03","Japão","Hokkaido","Niseko is within Hokkaido; lots A and 03 explicitly include Hokkaido","Niseko","699","Hotelaria Global | Niseko","Curadoria Global","Hotelaria Global","Japão","Niseko","ang_curated","142322","b5622e3bf2a60f8dd3f064708362d28bc845c9a3d6a95ed4be13592bd85a7cf0","draft","1",""
